kind,n,m,structure,workload,threads,queries,build_ns,index_bytes,analytic_bytes,scratch_bytes,wall_ns,throughput_qps,p50_ns,p99_ns,chunk,spread,checksum
er,20000,319858,edgelist,bfs,2,512,1560750,2564128,2558888,195472,1012716051,505.57,3666248,6042823,1,1.1152,102394880000
er,20000,319858,edgelist,bfs,4,512,1560750,2564128,2558888,390944,510982187,1001.99,3807617,5816778,1,1.1461,102394880000
er,20000,319858,edgelist,bfs-batch,1,64,1560750,2564128,2558888,97736,216600800,295.47,3363524,3763595,1,1.2395,12799360000
er,20000,319858,edgelist,bfs-batch,2,64,1560750,2564128,2558888,195472,109423833,584.88,3344158,3671131,1,1.2785,12799360000
er,20000,319858,edgelist,bfs-batch,4,64,1560750,2564128,2558888,390944,65222780,981.25,3889251,7012561,1,1.2734,12799360000
er,20000,319858,edgelist,bfs-batch,1,512,1560750,2564128,2558888,97736,2059006736,248.66,3944116,6005312,1,1.1352,102394880000
er,20000,319858,edgelist,bfs-batch,2,512,1560750,2564128,2558888,195472,975785102,524.71,3583536,6236323,1,1.1394,102394880000
er,20000,319858,edgelist,bfs-batch,4,512,1560750,2564128,2558888,390944,540981103,946.43,4171139,5617147,1,1.0392,102394880000
er,20000,319858,edgelist,dfs,1,64,1560750,2564128,2558888,699848,231375984,276.61,3382380,6583530,1,1.3177,12799360000
er,20000,319858,edgelist,dfs,2,64,1560750,2564128,2558888,1399696,117641594,544.03,3529698,6259789,1,1.1827,12799360000
er,20000,319858,edgelist,dfs,4,64,1560750,2564128,2558888,2799392,70806494,903.87,4175285,6983291,1,1.0609,12799360000
er,20000,319858,edgelist,dfs,1,512,1560750,2564128,2558888,699848,1982247106,258.29,3834895,5467266,1,1.0864,102394880000
er,20000,319858,edgelist,dfs,2,512,1560750,2564128,2558888,1399696,963285757,531.51,3830942,4743556,1,1.1395,102394880000
er,20000,319858,edgelist,dfs,4,512,1560750,2564128,2558888,2799392,518734071,987.02,3927336,6929239,1,1.0665,102394880000
er,20000,319858,varint-csr,bfs,1,64,5120746,761920,759768,97736,122944611,520.56,1894931,2963371,1,1.5457,12799360000
er,20000,319858,varint-csr,bfs,2,64,5120746,761920,759768,195472,69566786,919.98,1979705,2985443,1,1.2004,12799360000
er,20000,319858,varint-csr,bfs,4,64,5120746,761920,759768,390944,35384608,1808.70,2055628,2943877,1,1.1582,12799360000
er,20000,319858,varint-csr,bfs,1,512,5120746,761920,759768,97736,958809128,534.00,1861154,2180221,1,1.2378,102394880000
er,20000,319858,varint-csr,bfs,2,512,5120746,761920,759768,195472,577904268,885.96,2345183,3944050,1,1.1660,102394880000
er,20000,319858,varint-csr,bfs,4,512,5120746,761920,759768,390944,282035705,1815.37,2223813,3780688,1,1.1344,102394880000
er,20000,319858,varint-csr,bfs-batch,1,64,5120746,761920,759768,97736,157330763,406.79,2430395,3041849,1,1.2652,12799360000
er,20000,319858,varint-csr,bfs-batch,2,64,5120746,761920,759768,195472,75766242,844.70,2311408,3055227,1,1.1754,12799360000
er,20000,319858,varint-csr,bfs-batch,4,64,5120746,761920,759768,390944,39444060,1622.55,2371525,3522235,1,1.1675,12799360000
er,20000,319858,varint-csr,bfs-batch,1,512,5120746,761920,759768,97736,1216204899,420.98,2360585,3315437,1,1.0497,102394880000
er,20000,319858,varint-csr,bfs-batch,2,512,5120746,761920,759768,195472,589183072,869.00,2347472,2946219,1,1.0845,102394880000
er,20000,319858,varint-csr,bfs-batch,4,512,5120746,761920,759768,390944,290851781,1760.35,2323271,2999172,1,1.1187,102394880000
er,20000,319858,varint-csr,dfs,1,64,5120746,761920,759768,699848,174070165,367.67,2573683,7697969,1,1.1339,12799360000
er,20000,319858,varint-csr,dfs,2,64,5120746,761920,759768,1399696,90170016,709.77,2840633,4874947,1,1.1265,12799360000
er,20000,319858,varint-csr,dfs,4,64,5120746,761920,759768,2799392,45962389,1392.44,2387622,8284807,1,1.3060,12799360000
er,20000,319858,varint-csr,dfs,1,512,5120746,761920,759768,699848,1383271046,370.14,2629537,4651420,1,1.0804,102394880000
er,20000,319858,varint-csr,dfs,2,512,5120746,761920,759768,1399696,689612136,742.45,2576046,4457099,1,1.1441,102394880000
er,20000,319858,varint-csr,dfs,4,512,5120746,761920,759768,2799392,391422589,1308.05,2912758,5396257,1,1.0840,102394880000
er,20000,319858,hybrid,bfs,1,64,6858425,1452816,1442060,97736,78282612,817.55,1192839,1712661,1,1.3550,12799360000
er,20000,319858,hybrid,bfs,2,64,6858425,1452816,1442060,195472,43213414,1481.02,1302716,1988602,1,1.0513,12799360000
er,20000,319858,hybrid,bfs,4,64,6858425,1452816,1442060,390944,22537203,2839.75,1248358,2415665,1,1.0696,12799360000
er,20000,319858,hybrid,bfs,1,512,6858425,1452816,1442060,97736,568629544,900.41,1104922,1214837,1,1.2387,102394880000
er,20000,319858,hybrid,bfs,2,512,6858425,1452816,1442060,195472,297630487,1720.25,1143795,1453834,1,1.1892,102394880000
er,20000,319858,hybrid,bfs,4,512,6858425,1452816,1442060,390944,157972157,3241.08,1233722,1720234,1,1.0728,102394880000
er,20000,319858,hybrid,bfs-batch,1,64,6858425,1452816,1442060,97736,60262165,1062.03,926791,1174585,1,1.0341,12799360000
er,20000,319858,hybrid,bfs-batch,2,64,6858425,1452816,1442060,195472,30089949,2126.96,902727,1398381,1,1.0486,12799360000
er,20000,319858,hybrid,bfs-batch,4,64,6858425,1452816,1442060,390944,15544503,4117.21,924647,1520664,1,1.2416,12799360000
er,20000,319858,hybrid,bfs-batch,1,512,6858425,1452816,1442060,97736,476432216,1074.65,900107,1463834,1,1.1310,102394880000
er,20000,319858,hybrid,bfs-batch,2,512,6858425,1452816,1442060,195472,230534890,2220.92,872587,1361369,1,1.1776,102394880000
er,20000,319858,hybrid,bfs-batch,4,512,6858425,1452816,1442060,390944,122550529,4177.87,931746,1940004,1,1.1491,102394880000
er,20000,319858,hybrid,dfs,1,64,6858425,1452816,1442060,699848,115717695,553.07,1750955,3206996,1,1.1464,12799360000
er,20000,319858,hybrid,dfs,2,64,6858425,1452816,1442060,1399696,59581657,1074.16,1776814,3982138,1,1.2123,12799360000
er,20000,319858,hybrid,dfs,4,64,6858425,1452816,1442060,2799392,31226254,2049.56,1799514,3980576,1,1.1141,12799360000
er,20000,319858,hybrid,dfs,1,512,6858425,1452816,1442060,699848,853661067,599.77,1616543,2364545,1,1.1151,102394880000
er,20000,319858,hybrid,dfs,2,512,6858425,1452816,1442060,1399696,413088067,1239.45,1572580,2170187,1,1.2447,102394880000
er,20000,319858,hybrid,dfs,4,512,6858425,1452816,1442060,2799392,223630196,2289.49,1661880,3441165,1,1.1122,102394880000
er,20000,319858,bitmatrix,bfs,1,64,28446462,50085936,50080024,97736,707768612,90.43,11051974,11763088,1,1.1685,12799360000
er,20000,319858,bitmatrix,bfs,2,64,28446462,50085936,50080024,195472,358637655,178.45,10917394,13452539,1,1.0943,12799360000
er,20000,319858,bitmatrix,bfs,4,64,28446462,50085936,50080024,390944,178355020,358.83,10524422,12222986,1,1.1773,12799360000
er,20000,319858,bitmatrix,bfs,1,512,28446462,50085936,50080024,97736,5953798376,86.00,11076783,15688750,1,1.0408,102394880000
er,20000,319858,bitmatrix,bfs,2,512,28446462,50085936,50080024,195472,2843846675,180.04,10498606,14834007,1,1.0467,102394880000
er,20000,319858,bitmatrix,bfs,4,512,28446462,50085936,50080024,390944,1450621572,352.95,10908401,13896913,1,1.0587,102394880000
er,20000,319858,bitmatrix,bfs-batch,1,64,28446462,50085936,50080024,97736,641602122,99.75,9703543,12409010,1,1.1859,12799360000
er,20000,319858,bitmatrix,bfs-batch,2,64,28446462,50085936,50080024,195472,303461911,210.90,9536071,10880817,1,1.1573,12799360000
er,20000,319858,bitmatrix,bfs-batch,4,64,28446462,50085936,50080024,390944,174335097,367.11,10246064,12924742,1,1.1206,12799360000
er,20000,319858,bitmatrix,bfs-batch,1,512,28446462,50085936,50080024,97736,5533233898,92.53,10472539,14801983,1,1.0857,102394880000
er,20000,319858,bitmatrix,bfs-batch,2,512,28446462,50085936,50080024,195472,2761966742,185.38,11110989,14140729,1,1.0915,102394880000
er,20000,319858,bitmatrix,bfs-batch,4,512,28446462,50085936,50080024,390944,1399894518,365.74,10376355,20793998,1,1.0685,102394880000
er,20000,319858,bitmatrix,dfs,1,64,28446462,50085936,50080024,699848,657880070,97.28,10259868,11586292,1,1.2367,12799360000
er,20000,319858,bitmatrix,dfs,2,64,28446462,50085936,50080024,1399696,352619655,181.50,10281871,12849439,1,1.1308,12799360000
er,20000,319858,bitmatrix,dfs,4,64,28446462,50085936,50080024,2799392,186089593,343.92,11158932,13317126,1,1.0799,12799360000
er,20000,319858,bitmatrix,dfs,1,512,28446462,50085936,50080024,699848,6115136763,83.73,12226168,15064021,1,1.0484,102394880000
er,20000,319858,bitmatrix,dfs,2,512,28446462,50085936,50080024,1399696,2868929307,178.46,10964350,13680520,1,1.0618,102394880000
er,20000,319858,bitmatrix,dfs,4,512,28446462,50085936,50080024,2799392,1482866529,345.28,11524929,14536853,1,1.0999,102394880000
rmat,32768,467546,adjmap,bfs,1,64,14785768,3856416,3529712,99328,172825461,370.32,2551724,4220328,1,1.1845,19093875328
rmat,32768,467546,adjmap,bfs,2,64,14785768,3856416,3529712,198656,77973594,820.79,2432627,3180876,1,1.2599,19093875328
rmat,32768,467546,adjmap,bfs,4,64,14785768,3856416,3529712,397312,43778647,1461.90,2670638,3091961,1,1.1449,19093875328
rmat,32768,467546,adjmap,bfs,1,512,14785768,3856416,3529712,99328,1209130328,423.44,2325776,2865721,1,1.1886,152751002624
rmat,32768,467546,adjmap,bfs,2,512,14785768,3856416,3529712,198656,608741569,841.08,2256678,4174926,1,1.2746,152751002624
rmat,32768,467546,adjmap,bfs,4,512,14785768,3856416,3529712,397312,341006608,1501.44,2589284,4515588,1,1.0764,152751002624
rmat,32768,467546,adjmap,bfs-batch,1,64,14785768,3856416,3529712,114688,142124552,450.31,2182455,3307688,1,1.1626,18795583183
rmat,32768,467546,adjmap,bfs-batch,2,64,14785768,3856416,3529712,229376,74934767,854.08,2401573,2882583,1,1.1557,18795583183
rmat,32768,467546,adjmap,bfs-batch,4,64,14785768,3856416,3529712,461440,38877443,1646.20,2375609,3068632,1,1.1047,18795583183
rmat,32768,467546,adjmap,bfs-batch,1,512,14785768,3856416,3529712,114688,1217288052,420.61,2212144,3520873,1,1.0668,152751002624
rmat,32768,467546,adjmap,bfs-batch,2,512,14785768,3856416,3529712,231424,635456447,805.72,2346134,3502172,1,1.0628,152751002624
rmat,32768,467546,adjmap,bfs-batch,4,512,14785768,3856416,3529712,460800,320563619,1597.19,2484558,3248402,1,1.0370,152751002624
rmat,32768,467546,adjmap,dfs,1,64,14785768,3856416,3529712,1053696,269766354,237.24,4140339,7248719,1,1.1910,19093875328
rmat,32768,467546,adjmap,dfs,2,64,14785768,3856416,3529712,2107392,141674728,451.74,4362254,6638675,1,1.1827,19093875328
rmat,32768,467546,adjmap,dfs,4,64,14785768,3856416,3529712,4214784,81166378,788.50,4820866,9148106,1,1.1373,19093875328
rmat,32768,467546,adjmap,dfs,1,512,14785768,3856416,3529712,1053696,2262824635,226.27,4305209,5787907,1,1.1108,152154405320
rmat,32768,467546,adjmap,dfs,2,512,14785768,3856416,3529712,2107392,1206540023,424.35,4576812,6136815,1,1.0640,152154405320
rmat,32768,467546,adjmap,dfs,4,512,14785768,3856416,3529712,4214784,613440976,834.64,4677655,7184599,1,1.0508,152154405320
rmat,32768,467546,adjlist,bfs,1,64,6845770,3331296,3305048,99328,108947499,587.44,1694043,2136835,1,1.2743,19093875328
rmat,32768,467546,adjlist,bfs,2,64,6845770,3331296,3305048,198656,55369434,1155.87,1665611,3335156,1,1.2623,19093875328
rmat,32768,467546,adjlist,bfs,4,64,6845770,3331296,3305048,397312,31657745,2021.62,1875770,3131861,1,1.1564,19093875328
rmat,32768,467546,adjlist,bfs,1,512,6845770,3331296,3305048,99328,904675751,565.95,1740918,2401385,1,1.1068,152751002624
rmat,32768,467546,adjlist,bfs,2,512,6845770,3331296,3305048,198656,472851473,1082.79,1720707,2706749,1,1.1658,152751002624
rmat,32768,467546,adjlist,bfs,4,512,6845770,3331296,3305048,397312,221211674,2314.53,1693023,2259341,1,1.1373,152751002624
rmat,32768,467546,adjlist,bfs-batch,1,64,6845770,3331296,3305048,114688,78464754,815.65,1243983,1513845,1,1.0646,18795583183
rmat,32768,467546,adjlist,bfs-batch,2,64,6845770,3331296,3305048,229376,39314428,1627.90,1209934,1581483,1,1.2082,18795583183
rmat,32768,467546,adjlist,bfs-batch,4,64,6845770,3331296,3305048,461440,21535518,2971.83,1263418,1744196,1,1.1561,18795583183
rmat,32768,467546,adjlist,bfs-batch,1,512,6845770,3331296,3305048,114688,712036263,719.06,1343628,1923192,1,1.1325,152751002624
rmat,32768,467546,adjlist,bfs-batch,2,512,6845770,3331296,3305048,231424,356827905,1434.87,1381682,1632405,1,1.1095,152751002624
rmat,32768,467546,adjlist,bfs-batch,4,512,6845770,3331296,3305048,460800,172894632,2961.34,1328022,1707614,1,1.1137,152751002624
rmat,32768,467546,adjlist,dfs,1,64,6845770,3331296,3305048,1053696,224239631,285.41,3508577,4984853,1,1.0596,19093875328
rmat,32768,467546,adjlist,dfs,2,64,6845770,3331296,3305048,2107392,121185963,528.11,3824378,6220599,1,1.3013,19093875328
rmat,32768,467546,adjlist,dfs,4,64,6845770,3331296,3305048,4214784,72418151,883.76,4049945,9717128,1,1.1161,19093875328
rmat,32768,467546,adjlist,dfs,1,512,6845770,3331296,3305048,1053696,2023574281,253.02,3892362,5514379,1,1.0968,152154405320
rmat,32768,467546,adjlist,dfs,2,512,6845770,3331296,3305048,2107392,1012376050,505.74,4038540,5977426,1,1.3047,152154405320
rmat,32768,467546,adjlist,dfs,4,512,6845770,3331296,3305048,4214784,524886777,975.45,4045347,5899170,1,1.0341,152154405320
rmat,32768,467546,adjlist-exact,bfs,1,64,5529691,2787904,2656640,99328,94410593,677.89,1460749,2003458,1,1.2277,19093875328
rmat,32768,467546,adjlist-exact,bfs,2,64,5529691,2787904,2656640,198656,55585594,1151.38,1712909,3327645,1,1.1825,19093875328
rmat,32768,467546,adjlist-exact,bfs,4,64,5529691,2787904,2656640,397312,29580205,2163.61,1752630,2736741,1,1.1912,19093875328
rmat,32768,467546,adjlist-exact,bfs,1,512,5529691,2787904,2656640,99328,890881622,574.71,1728239,2097435,1,1.0970,152751002624
rmat,32768,467546,adjlist-exact,bfs,2,512,5529691,2787904,2656640,198656,434392632,1178.66,1668392,2480952,1,1.0616,152751002624
rmat,32768,467546,adjlist-exact,bfs,4,512,5529691,2787904,2656640,397312,223061771,2295.33,1698869,2546249,1,1.0958,152751002624
rmat,32768,467546,adjlist-exact,bfs-batch,1,64,5529691,2787904,2656640,114688,65452965,977.80,1012715,1285670,1,1.0556,18795583183
rmat,32768,467546,adjlist-exact,bfs-batch,2,64,5529691,2787904,2656640,229376,39999314,1600.03,1245324,1437134,1,1.1193,18795583183
rmat,32768,467546,adjlist-exact,bfs-batch,4,64,5529691,2787904,2656640,461440,20478373,3125.25,1263930,1524796,1,1.4980,18795583183
