kind,n,m,structure,workload,threads,queries,build_ns,index_bytes,analytic_bytes,scratch_bytes,wall_ns,throughput_qps,p50_ns,p99_ns,chunk,spread,checksum
er,20000,319858,adjlist,hasedge,1,10000,3893000,2310064,2301432,11720,542568,18430869.49,108427,118381,2048,1.2869,5001
er,20000,319858,adjlist,hasedge,2,10000,3893000,2310064,2301432,23440,436137,22928575.20,138207,147633,2048,1.2279,5001
er,20000,319858,adjlist,hasedge,4,10000,3893000,2310064,2301432,46880,238532,41923096.27,111392,116511,2048,1.8040,5001
er,20000,319858,adjlist,hasedge,1,500000,3893000,2310064,2301432,11720,25752286,19415752.06,98671,165487,2048,1.0490,250202
er,20000,319858,adjlist,hasedge,2,500000,3893000,2310064,2301432,23440,12300976,40647181.17,98023,162885,2048,1.2154,250202
er,20000,319858,adjlist,hasedge,4,500000,3893000,2310064,2301432,46880,6494277,76990864.42,99708,148945,2048,1.0705,250202
er,20000,319858,adjlist-exact,neighbors,1,10000,3162247,1883112,1759456,11720,489655,20422542.40,24544,28850,512,1.1473,1601857802
er,20000,319858,adjlist-exact,neighbors,2,10000,3162247,1883112,1759456,23440,248314,40271591.61,22528,27193,512,2.3769,1601857802
er,20000,319858,adjlist-exact,neighbors,4,10000,3162247,1883112,1759456,46880,219062,45649176.95,36539,54948,512,2.1128,1601857802
er,20000,319858,adjlist-exact,neighbors,1,500000,3162247,1883112,1759456,11720,23710559,21087651.29,22926,47019,512,1.1716,79995350513
er,20000,319858,adjlist-exact,neighbors,2,500000,3162247,1883112,1759456,23440,14004050,35703957.07,27079,55401,512,1.0478,79995350513
er,20000,319858,adjlist-exact,neighbors,4,500000,3162247,1883112,1759456,46880,6862263,72862261.33,25684,54767,512,1.1580,79995350513
er,20000,319858,adjlist-exact,neighbors-batch,1,10000,3162247,1883112,1759456,11720,371495,26918262.70,18507,21571,512,1.1025,1600951307
er,20000,319858,adjlist-exact,neighbors-batch,2,10000,3162247,1883112,1759456,23440,195480,51156128.50,18353,27977,512,1.5814,1600951307
er,20000,319858,adjlist-exact,neighbors-batch,4,10000,3162247,1883112,1759456,46880,165791,60316905.02,20302,37087,512,1.7254,1600951307
er,20000,319858,adjlist-exact,neighbors-batch,1,500000,3162247,1883112,1759456,11720,19105389,26170626.52,18432,45279,512,1.0459,79982830511
er,20000,319858,adjlist-exact,neighbors-batch,2,500000,3162247,1883112,1759456,23440,9380858,53300028.63,17977,45207,512,1.0731,79982830511
er,20000,319858,adjlist-exact,neighbors-batch,4,500000,3162247,1883112,1759456,46880,4937695,101261823.58,18241,52277,512,1.0556,79982830511
er,20000,319858,adjlist-exact,hasedge,1,10000,3162247,1883112,1759456,11720,453155,22067504.50,89959,93779,2048,1.0853,5001
er,20000,319858,adjlist-exact,hasedge,2,10000,3162247,1883112,1759456,23440,252772,39561343.82,78696,85869,2048,1.1714,5001
er,20000,319858,adjlist-exact,hasedge,4,10000,3162247,1883112,1759456,46880,195821,51067045.92,98156,131186,2048,2.0760,5001
er,20000,319858,adjlist-exact,hasedge,1,500000,3162247,1883112,1759456,11720,20856582,23973247.39,81616,121634,2048,1.1461,250202
er,20000,319858,adjlist-exact,hasedge,2,500000,3162247,1883112,1759456,23440,11269969,44365694.35,87362,177971,2048,1.1494,250202
er,20000,319858,adjlist-exact,hasedge,4,500000,3162247,1883112,1759456,46880,5636934,88700701.48,86456,141700,2048,1.1424,250202
er,20000,319858,csr,neighbors,1,10000,2237047,1368112,1359484,11720,434595,23009928.78,21669,25108,512,1.3402,1601857802
er,20000,319858,csr,neighbors,2,10000,2237047,1368112,1359484,23440,225061,44432398.33,22268,28370,512,2.1296,1601857802
er,20000,319858,csr,neighbors,4,10000,2237047,1368112,1359484,46880,194052,51532578.90,26662,36745,512,1.8616,1601857802
er,20000,319858,csr,neighbors,1,500000,2237047,1368112,1359484,11720,18847970,26528055.81,18396,39234,512,1.0872,79995350513
er,20000,319858,csr,neighbors,2,500000,2237047,1368112,1359484,23440,10267937,48695273.45,20034,45588,512,1.1007,79995350513
er,20000,319858,csr,neighbors,4,500000,2237047,1368112,1359484,46880,4995948,100081105.73,19671,44349,512,1.0571,79995350513
er,20000,319858,csr,neighbors-batch,1,10000,2237047,1368112,1359484,11720,322974,30962244.64,16050,17963,512,1.2089,1600951307
er,20000,319858,csr,neighbors-batch,2,10000,2237047,1368112,1359484,23440,170399,58685790.41,14693,18220,512,1.1030,1600951307
er,20000,319858,csr,neighbors-batch,4,10000,2237047,1368112,1359484,46880,133916,74673676.04,16688,41202,512,1.2504,1600951307
er,20000,319858,csr,neighbors-batch,1,500000,2237047,1368112,1359484,11720,16677190,29981069.95,16118,38019,512,1.0677,79982830511
er,20000,319858,csr,neighbors-batch,2,500000,2237047,1368112,1359484,23440,7583033,65936677.32,13780,37522,512,1.1137,79982830511
er,20000,319858,csr,neighbors-batch,4,500000,2237047,1368112,1359484,46880,4002420,124924420.73,15429,38334,512,1.2047,79982830511
er,20000,319858,csr,hasedge,1,10000,2237047,1368112,1359484,11720,373686,26760435.23,71958,77696,2048,1.2446,5001
er,20000,319858,csr,hasedge,2,10000,2237047,1368112,1359484,23440,203173,49219138.37,70608,89843,2048,1.2013,5001
er,20000,319858,csr,hasedge,4,10000,2237047,1368112,1359484,46880,182606,54762713.16,81394,91440,2048,1.2820,5001
er,20000,319858,csr,hasedge,1,500000,2237047,1368112,1359484,11720,19003407,26311071.48,73649,129386,2048,1.0437,250202
er,20000,319858,csr,hasedge,2,500000,2237047,1368112,1359484,23440,9703664,51526928.38,76044,122372,2048,1.0574,250202
er,20000,319858,csr,hasedge,4,500000,2237047,1368112,1359484,46880,4822529,103680040.08,74070,109702,2048,1.0664,250202
er,20000,319858,csr-slices,neighbors,1,10000,2290989,1769536,1759480,11720,486381,20560013.65,24022,32894,512,2.2184,1601857802
er,20000,319858,csr-slices,neighbors,2,10000,2290989,1769536,1759480,23440,250607,39903115.24,21733,41653,512,2.2288,1601857802
er,20000,319858,csr-slices,neighbors,4,10000,2290989,1769536,1759480,46880,171246,58395524.57,29757,36473,512,1.4840,1601857802
er,20000,319858,csr-slices,neighbors,1,500000,2290989,1769536,1759480,11720,24086535,20758486.02,22979,50071,512,1.0546,79995350513
er,20000,319858,csr-slices,neighbors,2,500000,2290989,1769536,1759480,23440,13452642,37167420.35,25159,57716,512,1.1630,79995350513
er,20000,319858,csr-slices,neighbors,4,500000,2290989,1769536,1759480,46880,6738343,74202218.56,24564,52697,512,1.2108,79995350513
er,20000,319858,csr-slices,neighbors-batch,1,10000,2290989,1769536,1759480,11720,384358,26017410.85,18629,24207,512,1.1570,1600951307
er,20000,319858,csr-slices,neighbors-batch,2,10000,2290989,1769536,1759480,23440,179200,55803571.43,16768,21213,512,2.6797,1600951307
er,20000,319858,csr-slices,neighbors-batch,4,10000,2290989,1769536,1759480,46880,159569,62668814.12,20899,25911,512,1.8271,1600951307
er,20000,319858,csr-slices,neighbors-batch,1,500000,2290989,1769536,1759480,11720,19368292,25815389.40,18562,45913,512,1.2042,79982830511
er,20000,319858,csr-slices,neighbors-batch,2,500000,2290989,1769536,1759480,23440,10395672,48096938.80,18995,51243,512,1.1108,79982830511
er,20000,319858,csr-slices,neighbors-batch,4,500000,2290989,1769536,1759480,46880,5180637,96513228.01,18655,53771,512,1.1820,79982830511
er,20000,319858,csr-slices,hasedge,1,10000,2290989,1769536,1759480,11720,546444,18300136.89,105701,125441,2048,1.1674,5001
er,20000,319858,csr-slices,hasedge,2,10000,2290989,1769536,1759480,23440,275647,36278283.46,90862,121316,2048,1.4547,5001
er,20000,319858,csr-slices,hasedge,4,10000,2290989,1769536,1759480,46880,213629,46810124.09,111932,126239,2048,1.8005,5001
er,20000,319858,csr-slices,hasedge,1,500000,2290989,1769536,1759480,11720,22073969,22651114.53,85942,139604,2048,1.1445,250202
er,20000,319858,csr-slices,hasedge,2,500000,2290989,1769536,1759480,23440,11068812,45171966.06,85057,156627,2048,1.1433,250202
er,20000,319858,csr-slices,hasedge,4,500000,2290989,1769536,1759480,46880,5184348,96444143.02,78976,119082,2048,1.0755,250202
er,20000,319858,edgelist,neighbors,1,10000,1910387,2564128,2558888,11720,1743714,5734885.42,85978,110375,512,1.0669,1601857802
er,20000,319858,edgelist,neighbors,2,10000,1910387,2564128,2558888,23440,973535,10271844.36,92738,123951,512,1.1855,1601857802
er,20000,319858,edgelist,neighbors,4,10000,1910387,2564128,2558888,46880,541737,18459141.61,95177,121313,512,1.2038,1601857802
er,20000,319858,edgelist,neighbors,1,500000,1910387,2564128,2558888,11720,97659571,5119825.89,94199,152361,512,1.0470,79995350513
er,20000,319858,edgelist,neighbors,2,500000,1910387,2564128,2558888,23440,46225199,10816611.09,88930,146156,512,1.3012,79995350513
er,20000,319858,edgelist,neighbors,4,500000,1910387,2564128,2558888,46880,22314520,22406935.04,86256,142929,512,1.0681,79995350513
er,20000,319858,edgelist,neighbors-batch,1,10000,1910387,2564128,2558888,11720,1751999,5707765.81,86007,110748,512,1.1304,1600951307
er,20000,319858,edgelist,neighbors-batch,2,10000,1910387,2564128,2558888,23440,958924,10428355.11,93031,117913,512,1.0848,1600951307
er,20000,319858,edgelist,neighbors-batch,4,10000,1910387,2564128,2558888,46880,567605,17617885.68,99833,113683,512,1.5957,1600951307
er,20000,319858,edgelist,neighbors-batch,1,500000,1910387,2564128,2558888,11720,89507116,5586148.03,87242,135705,512,1.2475,79982830511
er,20000,319858,edgelist,neighbors-batch,2,500000,1910387,2564128,2558888,23440,47214400,10589989.49,93419,156486,512,1.0739,79982830511
er,20000,319858,edgelist,neighbors-batch,4,500000,1910387,2564128,2558888,46880,22523204,22199328.30,91500,149703,512,1.0572,79982830511
er,20000,319858,edgelist,hasedge,1,10000,1910387,2564128,2558888,11720,1426185,7011713.07,289579,308893,2048,1.1490,5001
er,20000,319858,edgelist,hasedge,2,10000,1910387,2564128,2558888,23440,898804,11125896.19,292807,337687,2048,1.1919,5001
er,20000,319858,edgelist,hasedge,4,10000,1910387,2564128,2558888,46880,610838,16370952.69,292444,349293,2048,1.1323,5001
er,20000,319858,edgelist,hasedge,1,500000,1910387,2564128,2558888,11720,76549561,6531716.10,301512,401078,2048,1.0537,250202
er,20000,319858,edgelist,hasedge,2,500000,1910387,2564128,2558888,23440,37397366,13369925.57,295294,567049,2048,1.2068,250202
er,20000,319858,edgelist,hasedge,4,500000,1910387,2564128,2558888,46880,17949480,27855960.17,291304,396684,2048,1.0300,250202
er,20000,319858,varint-csr,neighbors,1,10000,4912870,761920,759768,11720,795802,12565939.77,39720,52146,512,1.0903,1601857802
er,20000,319858,varint-csr,neighbors,2,10000,4912870,761920,759768,23440,440605,22696065.64,44889,49809,512,1.4122,1601857802
er,20000,319858,varint-csr,neighbors,4,10000,4912870,761920,759768,46880,286465,34908278.50,49580,58131,512,1.1797,1601857802
er,20000,319858,varint-csr,neighbors,1,500000,4912870,761920,759768,11720,51420957,9723661.89,51043,75495,512,1.0402,79995350513
er,20000,319858,varint-csr,neighbors,2,500000,4912870,761920,759768,23440,25119095,19905175.72,49937,102880,512,1.0227,79995350513
er,20000,319858,varint-csr,neighbors,4,500000,4912870,761920,759768,46880,11895550,42032524.77,47240,76996,512,1.0658,79995350513
er,20000,319858,varint-csr,neighbors-batch,1,10000,4912870,761920,759768,11720,973432,10272931.24,48094,67526,512,1.8271,1600951307
er,20000,319858,varint-csr,neighbors-batch,2,10000,4912870,761920,759768,23440,524440,19067958.20,50626,58775,512,1.0716,1600951307
er,20000,319858,varint-csr,neighbors-batch,4,10000,4912870,761920,759768,46880,309191,32342467.92,52803,57068,512,1.2759,1600951307
er,20000,319858,varint-csr,neighbors-batch,1,500000,4912870,761920,759768,11720,53157443,9406020.53,52277,81108,512,1.0435,79982830511
er,20000,319858,varint-csr,neighbors-batch,2,500000,4912870,761920,759768,23440,25385348,19696401.25,41831,95156,512,1.1458,79982830511
er,20000,319858,varint-csr,neighbors-batch,4,500000,4912870,761920,759768,46880,11110591,45002106.55,42947,68406,512,1.2124,79982830511
er,20000,319858,varint-csr,hasedge,1,10000,4912870,761920,759768,11720,513351,19479849.07,104653,107075,2048,1.1297,5001
er,20000,319858,varint-csr,hasedge,2,10000,4912870,761920,759768,23440,316276,31617953.94,107760,127815,2048,1.3263,5001
er,20000,319858,varint-csr,hasedge,4,10000,4912870,761920,759768,46880,260376,38405997.48,117805,134779,2048,1.5729,5001
er,20000,319858,varint-csr,hasedge,1,500000,4912870,761920,759768,11720,32190234,15532661.24,127110,185470,2048,1.0341,250202
er,20000,319858,varint-csr,hasedge,2,500000,4912870,761920,759768,23440,16157981,30944460.20,127364,171076,2048,1.0268,250202
er,20000,319858,varint-csr,hasedge,4,500000,4912870,761920,759768,46880,8179500,61128430.83,126883,182302,2048,1.0361,250202
er,20000,319858,hybrid,neighbors,1,10000,4351011,1452832,1442060,11720,432705,23110433.21,21717,24316,512,1.1828,1601857802
er,20000,319858,hybrid,neighbors,2,10000,4351011,1452832,1442060,23440,250351,39943918.74,23271,30647,512,1.5345,1601857802
er,20000,319858,hybrid,neighbors,4,10000,4351011,1452832,1442060,46880,163136,61298548.45,24782,38118,512,1.4930,1601857802
er,20000,319858,hybrid,neighbors,1,500000,4351011,1452832,1442060,11720,16961823,29477963.54,16186,40420,512,1.3006,79995350513
er,20000,319858,hybrid,neighbors,2,500000,4351011,1452832,1442060,23440,11267307,44376176.14,20966,54016,512,1.5607,79995350513
er,20000,319858,hybrid,neighbors,4,500000,4351011,1452832,1442060,46880,6401890,78101935.52,19788,66837,512,1.0845,79995350513
er,20000,319858,hybrid,neighbors-batch,1,10000,4351011,1452832,1442060,11720,408863,24458070.31,20004,25893,512,1.1336,1600951307
er,20000,319858,hybrid,neighbors-batch,2,10000,4351011,1452832,1442060,23440,192831,51858881.61,16861,30918,512,1.2803,1600951307
er,20000,319858,hybrid,neighbors-batch,4,10000,4351011,1452832,1442060,46880,182845,54691131.83,21778,51356,512,1.6814,1600951307
er,20000,319858,hybrid,neighbors-batch,1,500000,4351011,1452832,1442060,11720,16953128,29493082.34,16395,38283,512,1.0202,79982830511
er,20000,319858,hybrid,neighbors-batch,2,500000,4351011,1452832,1442060,23440,8480299,58960185.25,16315,40079,512,1.0940,79982830511
er,20000,319858,hybrid,neighbors-batch,4,500000,4351011,1452832,1442060,46880,4297107,116357353.91,16375,40211,512,1.0976,79982830511
er,20000,319858,hybrid,hasedge,1,10000,4351011,1452832,1442060,11720,375687,26617902.67,71557,84215,2048,1.3471,5001
er,20000,319858,hybrid,hasedge,2,10000,4351011,1452832,1442060,23440,219803,45495284.41,69377,79366,2048,1.2028,5001
er,20000,319858,hybrid,hasedge,4,10000,4351011,1452832,1442060,46880,216656,46156118.46,99737,108577,2048,2.1271,5001
er,20000,319858,hybrid,hasedge,1,500000,4351011,1452832,1442060,11720,20384644,24528267.45,79735,117082,2048,1.0837,250202
er,20000,319858,hybrid,hasedge,2,500000,4351011,1452832,1442060,23440,8802742,56800483.30,72783,98773,2048,1.0450,250202
er,20000,319858,hybrid,hasedge,4,500000,4351011,1452832,1442060,46880,4847619,103143419.48,75061,125550,2048,1.2488,250202
er,20000,319858,bitmatrix,neighbors,1,10000,28893106,50085936,50080024,11720,6659473,1501620.32,332514,455881,512,1.2666,1601857802
er,20000,319858,bitmatrix,neighbors,2,10000,28893106,50085936,50080024,23440,3007211,3325340.32,289674,404949,512,1.0890,1601857802
er,20000,319858,bitmatrix,neighbors,4,10000,28893106,50085936,50080024,46880,1865123,5361576.69,323139,397943,512,1.1905,1601857802
er,20000,319858,bitmatrix,neighbors,1,500000,28893106,50085936,50080024,11720,318280737,1570940.19,303052,463352,512,1.1421,79995350513
er,20000,319858,bitmatrix,neighbors,2,500000,28893106,50085936,50080024,23440,137675493,3631728.42,277340,399483,512,1.0546,79995350513
er,20000,319858,bitmatrix,neighbors,4,500000,28893106,50085936,50080024,46880,69603633,7183533.08,274322,415177,512,1.0290,79995350513
er,20000,319858,bitmatrix,neighbors-batch,1,10000,28893106,50085936,50080024,11720,5225042,1913860.21,238624,368461,512,1.1106,1600951307
er,20000,319858,bitmatrix,neighbors-batch,2,10000,28893106,50085936,50080024,23440,2859843,3496695.45,273445,313974,512,1.0568,1600951307
er,20000,319858,bitmatrix,neighbors-batch,4,10000,28893106,50085936,50080024,46880,1523965,6561830.49,266723,360708,512,1.1465,1600951307
er,20000,319858,bitmatrix,neighbors-batch,1,500000,28893106,50085936,50080024,11720,241606729,2069478.79,240471,313183,512,1.2736,79982830511
er,20000,319858,bitmatrix,neighbors-batch,2,500000,28893106,50085936,50080024,23440,120964741,4133435.87,240045,326546,512,1.0979,79982830511
er,20000,319858,bitmatrix,neighbors-batch,4,500000,28893106,50085936,50080024,46880,68156159,7336094.16,266782,374102,512,1.1683,79982830511
er,20000,319858,bitmatrix,hasedge,1,10000,28893106,50085936,50080024,11720,89926,111202544.31,15686,17303,2048,1.5421,5001
er,20000,319858,bitmatrix,hasedge,2,10000,28893106,50085936,50080024,23440,47411,210921516.10,10932,11757,2048,2.4971,5001
er,20000,319858,bitmatrix,hasedge,4,10000,28893106,50085936,50080024,46880,89016,112339354.72,13686,44478,2048,1.5899,5001
er,20000,319858,bitmatrix,hasedge,1,500000,28893106,50085936,50080024,11720,6537128,76486187.82,24508,62197,2048,1.1300,250202
er,20000,319858,bitmatrix,hasedge,2,500000,28893106,50085936,50080024,23440,3213341,155601288.50,24264,59492,2048,1.0825,250202
er,20000,319858,bitmatrix,hasedge,4,500000,28893106,50085936,50080024,46880,1778095,281199823.41,25219,70510,2048,1.0776,250202
rmat,32768,467546,adjmap,neighbors,1,10000,10140882,3856952,3529712,13312,1015270,9849596.66,49825,74037,512,1.1207,1853394264
rmat,32768,467546,adjmap,neighbors,2,10000,10140882,3856952,3529712,26624,546923,18284109.46,48003,70187,512,1.3680,1853394264
rmat,32768,467546,adjmap,neighbors,4,10000,10140882,3856952,3529712,53248,366450,27288852.50,55348,87249,512,1.1967,1853394264
rmat,32768,467546,adjmap,neighbors,1,500000,10140882,3856952,3529712,13312,49787962,10042588.21,48755,81720,512,1.0710,91046159483
rmat,32768,467546,adjmap,neighbors,2,500000,10140882,3856952,3529712,26624,26979120,18532850.59,52839,88338,512,1.1011,91046159483
rmat,32768,467546,adjmap,neighbors,4,500000,10140882,3856952,3529712,53248,14710527,33989264.97,56759,102195,512,1.0175,91046159483
rmat,32768,467546,adjmap,neighbors-batch,1,10000,10140882,3856952,3529712,20480,826615,12097530.29,39905,62908,512,1.0948,1862358609
rmat,32768,467546,adjmap,neighbors-batch,2,10000,10140882,3856952,3529712,40960,465014,21504728.89,40977,60423,512,1.2352,1862358609
rmat,32768,467546,adjmap,neighbors-batch,4,10000,10140882,3856952,3529712,81920,333272,30005521.02,47460,93941,512,1.4353,1862358609
rmat,32768,467546,adjmap,neighbors-batch,1,500000,10140882,3856952,3529712,28672,42964268,11637577.53,41349,78220,512,1.1205,92265708835
rmat,32768,467546,adjmap,neighbors-batch,2,500000,10140882,3856952,3529712,59392,23849362,20964921.41,44784,95429,512,1.1001,92265708835
rmat,32768,467546,adjmap,neighbors-batch,4,500000,10140882,3856952,3529712,120064,11054006,45232470.47,42149,81647,512,1.0902,92265708835
rmat,32768,467546,adjmap,hasedge,1,10000,10140882,3856952,3529712,13312,914979,10929212.58,176686,203559,2048,1.3313,5002
rmat,32768,467546,adjmap,hasedge,2,10000,10140882,3856952,3529712,26624,589229,16971330.33,188740,295196,2048,1.3054,5002
rmat,32768,467546,adjmap,hasedge,4,10000,10140882,3856952,3529712,53248,371800,26896180.74,193995,258638,2048,1.6022,5002
rmat,32768,467546,adjmap,hasedge,1,500000,10140882,3856952,3529712,13312,42640955,11725816.18,163862,269423,2048,1.0977,250104
rmat,32768,467546,adjmap,hasedge,2,500000,10140882,3856952,3529712,26624,22367755,22353606.79,166362,330272,2048,1.1509,250104
rmat,32768,467546,adjmap,hasedge,4,500000,10140882,3856952,3529712,53248,11848481,42199502.20,183417,360085,2048,1.0361,250104
rmat,32768,467546,adjlist,neighbors,1,10000,4657147,3331344,3305048,13312,735574,13594825.27,36201,56242,512,1.1586,1853394264
rmat,32768,467546,adjlist,neighbors,2,10000,4657147,3331344,3305048,26624,450131,22215754.97,34629,97996,512,3.3479,1853394264
rmat,32768,467546,adjlist,neighbors,4,10000,4657147,3331344,3305048,53248,304207,32872353.36,48800,65435,512,4.1497,1853394264
rmat,32768,467546,adjlist,neighbors,1,500000,4657147,3331344,3305048,13312,39065446,12799034.73,37429,78735,512,1.1499,91046159483
rmat,32768,467546,adjlist,neighbors,2,500000,4657147,3331344,3305048,26624,24310771,20567015.34,40280,110779,512,1.0381,91046159483
rmat,32768,467546,adjlist,neighbors,4,500000,4657147,3331344,3305048,53248,11205269,44621864.95,42965,85204,512,1.3871,91046159483
rmat,32768,467546,adjlist,neighbors-batch,1,10000,4657147,3331344,3305048,20480,551845,18121030.36,25819,45110,512,1.1538,1862358609
rmat,32768,467546,adjlist,neighbors-batch,2,10000,4657147,3331344,3305048,40960,281195,35562510.00,25296,38117,512,1.3467,1862358609
rmat,32768,467546,adjlist,neighbors-batch,4,10000,4657147,3331344,3305048,81920,169774,58901834.20,25166,40361,512,1.7686,1862358609
rmat,32768,467546,adjlist,neighbors-batch,1,500000,4657147,3331344,3305048,28672,25789455,19387769.15,24167,67427,512,1.1871,92265708835
rmat,32768,467546,adjlist,neighbors-batch,2,500000,4657147,3331344,3305048,60032,11948565,41846029.21,22204,59240,512,1.1600,92265708835
rmat,32768,467546,adjlist,neighbors-batch,4,500000,4657147,3331344,3305048,122112,6407830,78029535.74,23958,59749,512,1.1021,92265708835
rmat,32768,467546,adjlist,hasedge,1,10000,4657147,3331344,3305048,13312,519785,19238723.70,100246,113998,2048,1.1759,5002
rmat,32768,467546,adjlist,hasedge,2,10000,4657147,3331344,3305048,26624,352031,28406589.19,102351,105367,2048,1.1084,5002
rmat,32768,467546,adjlist,hasedge,4,10000,4657147,3331344,3305048,53248,275966,36236347.96,121756,177357,2048,1.4495,5002
rmat,32768,467546,adjlist,hasedge,1,500000,4657147,3331344,3305048,13312,31861328,15693005.64,123807,185294,2048,1.0485,250104
rmat,32768,467546,adjlist,hasedge,2,500000,4657147,3331344,3305048,26624,15955212,31337722.12,122860,197889,2048,1.0296,250104
rmat,32768,467546,adjlist,hasedge,4,500000,4657147,3331344,3305048,53248,8390833,59588839.39,125156,216810,2048,1.2600,250104
rmat,32768,467546,adjlist-exact,neighbors,1,10000,5336223,2787920,2656640,13312,850716,11754804.19,40667,54454,512,1.1140,1853394264
rmat,32768,467546,adjlist-exact,neighbors,2,10000,5336223,2787920,2656640,26624,389536,25671568.22,37933,51994,512,1.6641,1853394264
rmat,32768,467546,adjlist-exact,neighbors,4,10000,5336223,2787920,2656640,53248,311650,32087277.39,43980,80540,512,1.2330,1853394264
rmat,32768,467546,adjlist-exact,neighbors,1,500000,5336223,2787920,2656640,13312,36905377,13548161.29,35804,70851,512,1.0880,91046159483
rmat,32768,467546,adjlist-exact,neighbors,2,500000,5336223,2787920,2656640,26624,16586958,30144165.07,31772,65979,512,1.0744,91046159483
rmat,32768,467546,adjlist-exact,neighbors,4,500000,5336223,2787920,2656640,53248,9222041,54217932.88,35256,74290,512,1.4709,91046159483
rmat,32768,467546,adjlist-exact,neighbors-batch,1,10000,5336223,2787920,2656640,20480,454738,21990684.75,21891,30101,512,1.1844,1862358609
rmat,32768,467546,adjlist-exact,neighbors-batch,2,10000,5336223,2787920,2656640,40960,261556,38232730.28,22171,38042,512,2.3117,1862358609
